script_path,purpose,inputs,outputs,consuming_artifact,schedule,last_run_proxy,last_modified,runtime_estimate,dependencies,failure_mode,notes
pipelines/etl/scripts/trace_contract_history.py,Trace a player's full contract lineage:,D1 + MFL API (see source),None,Search site/ for JSON filename,manual,2026-04-18,2026-04-18,medium,See source imports,Unknown (check site for stale data),
pipelines/etl/scripts/trade_grader.py,trade_grader.py — UPS Trade Intelligence Report Generator,D1 + MFL API (see source),site/trade-value/trade_value_model_2026.json,Search site/ for JSON filename,manual,2026-04-21,2026-04-21,medium,See source imports,Unknown (check site for stale data),
pipelines/etl/scripts/trade_grader_prompt.py,trade_grader_prompt.py — Claude API prompt templates for trade roast generation.,D1 + MFL API (see source),None,Search site/ for JSON filename,manual,2026-04-21,2026-04-21,medium,See source imports,Unknown (check site for stale data),
pipelines/etl/scripts/trade_roast_bot.py,trade_roast_bot.py — UPS Trade Roast Discord Bot.,D1 + MFL API (see source),None,Search site/ for JSON filename,manual,2026-04-21,2026-04-21,medium,See source imports,Unknown (check site for stale data),
pipelines/etl/scripts/yoy_signals.py,yoy_signals.py — Multi-year ADP / salary / PPG gatherer and stickiness calculator.,D1 + MFL API (see source),site/rosters/player_points_history.json,Search site/ for JSON filename,manual,2026-04-25,2026-04-25,medium,See source imports,Unknown (check site for stale data),
pipelines/analytics/extension_audit.py,extension_audit.py — Audit the extension_flag column in pipelines/reports/contract_history_*.csv.,D1 + MFL API (see source),site/ccc/extension_submissions.json|site/rookies/_extension_audit_anomalies.csv,Search site/ for JSON filename,manual,,,medium,See source imports,Unknown (check site for stale data),
pipelines/analytics/positional_scarcity.py,positional_scarcity.py — Phase D of the Rookie Draft Hit Rate Analysis.,D1 + MFL API (see source),None,Search site/ for JSON filename,manual,,,medium,See source imports,Unknown (check site for stale data),
pipelines/analytics/rookie_extension_followthrough.py,rookie_extension_followthrough.py — Y4-Y5 follow-through using nflverse PPR data.,D1 + MFL API (see source),pipelines/etl/data_cache_mfl_to_gsis_crosswalk.json|pipelines/etl/data_cache_nflverse_season_totals_2014_2025.csv|site/rookies/rookie_draft_history.json,Search site/ for JSON filename,manual,,,large,See source imports,Unknown (check site for stale data),
pipelines/analytics/rookie_hit_rate_build.py,rookie_hit_rate_build.py — Phases A + B + C of the Rookie Draft Hit Rate Analysis.,D1 + MFL API (see source),site/ccc/mym_submissions.json|site/rookies/_unmatched_rookies.csv|site/rookies/rookie_cohort_outcomes.csv|site/rookies/rookie_draft_history.json|site/rookies/rookie_hit_rate_matrix.json,Search site/ for JSON filename,manual,,,medium,See source imports,Unknown (check site for stale data),
scripts/load_local_to_d1.py,Phase 3 loader — copies MFL source tables from local SQLite to D1.,D1 + MFL API (see source),D1:src_load_manifest,Search site/ for JSON filename,manual,2026-04-25,2026-04-25,large,See source imports,Unknown (check site for stale data),
